,Unnamed: 0,ID,Solution Set: Distributed Novice,Unnamed: 3,clusters
1341,,33334657,We already have bus system.  I think people that live close together and work at same place the boss should give incentive to carpool together.,,72
483,,33333820,"Handicapped taxi. Public transportation is awful in my area, so if you are in a wheelchair then you need an expensive handicapped van just to be able to get around. Some taxi wheelchair van options would be great for people who can't afford a $30,000 wheelchair van and might otherwise have a hard time getting around.",,72
1353,,33334669,We could really use a ride sharing option in my neighborhood.  I suggest having a neighborhood website that allows workers to post their work location and schedule so that workers can meet up and arrange to share a ride to work.,,72
738,,33334072,I would like to see a solar powered train system,,73
1352,,33334668,we could incorporate a public bus system.,,73
994,,33334322,"Need busses, or sccoters",,73
1351,,33334667,We could have tubes going from the center of the city and increasingly farther out in each direction.  A person could fit in the tube and it would suck them to the other end quickly.  It would then have  a pad to stop them at the end.,,74
1388,,33334704,"I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants.",,74
1365,,33334681,"we need dedicated motorcycle streets, preferably underground, i live in a very populated city (not LA status but still very urban) and ive often thought that a small underground road system built primarily for two wheeled street vehicles would not only cut down on traffic but the pollotuion created could them be trapped and prevented from being released into the atmosphere... it would cause motorcycle sales to skyrocket and there by provide another added economic benefit.",,74
1146,,33334466,Solar powered roads and highways. We could install solar panels on the concrete and find some way to cover it so panels don't get destroyed. That way any vehicle can use the energy to power itself and travel as it passes on the road. The economy as well as the average person would save a ton of money. The change on the environment would also be beneficial.,,74
1220,,33334533,There are a series of tubes that go over the city. The people get in and it acts like a pneumatic tube that sucks them to the next destination. It would be best for personal transport and no luggage would be allowed.,,74
1268,,33334578,"This might be only useful for some places, but it's better than none.  I think there should be a moving walkway for the most common areas of a town or city.  This way foot traffic can be consistent and the flow high.  Since it's fairly low speed there shouldn't be any injury issues and transferring is as easy as getting off the one walkway and on to another.",,74
1349,,33334665,We could have helicopters that move from certain places in the city to farther ones.  Somewhat like a light rail system but from different ends of the city.  It could make jumps to each different port that would be faster than any other travel.,,74
1243,,33334554,"There should be paid service for a bus route to pick up people who live right outside a city. I will use my self as an example for my idea. I live about 20 miles for a major city . If I didn't have a automobile I would not be able to get anywhere important. Now the nearest cilty has a bus route only for those in the city. But there are plenty of people who would use a rural bus . A bus could pick up multiple people in the rural area. The school bus service already does this , I don't know why the city could come up with a plan to offer public transportation for adults living in rural areas. It's just very stupid that this is not a thing in Houston .",,74
699,,33334030,"I wish we had a monorail between the airport and our city. We aren't connected to any public transportation system, but more than 70% of our residents travel by plane more than once a year. Many people travel for work, etc. Rather than each of us driving and paying to park our cars there, if we could stay in our suburb and take the monorail (or train) to and from it would save a great deal of money and time.",,74
774,,33334111,I'd like to see some kind of motorcycle rental system in my neighborhood. This would be really convienant and I imagine quite affordable as well. There tends to be a lot of traffic in my area too so this would prevent the roads from becoming too congested. I live in a high tourism area as well and I think this would be more fun for people to explore the city than renting traditional cars.,,74
505,,33333842,"Having some sort of electric train that runs underground, just like the subway system in New York. The city that I currently live in doesn't have that option so having some sort of underground transportation system that runs all around the city constantly would make commuting much better for everyone.",,74
735,,33334068,"I would like to see a People Mover connecting Trenton, Southgate, Taylor and Wyandotte. There seems to be a lot of people walking down streets such as Trenton and Eureka, and especially so in the winter. I can envision a rail system supported by local tax dollars very similar to the one to the north in Detroit. People around here are constantly complaining about weather conditions and global warming and I think my method could bring a lot of people together and solve a lot of the commuting problems around here. There are just so many cars and it seems there is an average of just 1.5 people per vehicle. It is rather said. I really would want to push toward the people mover rail systems.",,74
1003,,33334331,"One day per month (at least) cars should be banned from the roads. Some buses could be allowed to allow for transportation of people who can't walk or bike, but this would be a great way to encourage human-powered transport and allow people to see the fun in this activity without increased danger from car traffic.  This would also be great for the environment.",,74
570,,33333900,"I get out of my house and before I leave my apartment on my 12th floor I just press a button on my app on my phone to type a location of the place i need to go.This would in turn contact all local data base systems of GPS based transport systems irrespective of the vendors available or government supported transport systems which include Cabs,Buses,Trains,Subway,3 Wheelers and most importantly assuming the people of the future will care a lot more about the environment and all the people who are going alone in a 5 seater car would have a option of sharing there carbon footprint left by the vehicle.And if the co-ordinates of the person with the car and the co-ordinates of the Person who is using the app matches then a Random Unique (one time use)Number or Picture or Anything which would be visible from atleast 10 feet away on a Min 6 inch screen.However this interface can be avoided by tracking the dots on the GPS system or by sending a snap shot of the car number or a photo of the person himself which will be destroyed automatically by the system once the person is down from the Vehicle.Punch Line Before I get to the main gates of the apartment.I should have the list of Vehicles available to me and the time it would take the vehicle to reach my place based on GPS and traffic conditions and also how much time would it take to reach my destination again based on real time traffic conditions and also most importantly.if i take  the public transport system.How much time would it take to reach the same destination and also how much Carbon foot print would i save from doing it.And also the time required by the vehicle to reach the local transport systems if it is not a walkable distance.There are many more ,But i think that is enough for the day.

GIVE THE CUSTOMER ALL THE POSSIBLE OPTIONS OF COMMUTING WITH THE CARBON FOOTPRINT AND THE COST AND THE TIME INVOLVED IRRESPECTIVE OF THE VENDOR OR GOVERNMENT SYSTEMS...",,74
578,,33334756,"I imagine a loop in my city where anyone would be able to have a short walk to the 'main artery' and be able to get anywhere at a major point within minutes; perhaps this would be a rail suspended above the city, or otherwise away from other major traffic; it would really help in efficiency of moving people around.",,74
999,,33334327,Now Houston already have public bike stations. These stations allow someone to check out a bike for the day for a small fee. In some other cities someone has the choice to rent a car for the day using a credit card . The cars are eco friendly and cost very little to rent. I'm not talking about CarMax. This service is similar to the same service that is offered to rent bikes here in Houston. I think Houston should think about bringing the idea to the city .,,74
722,,33334053,I would like our city to have a railway system like downtown Miami. Its computer operated and is over ground. This means it wont impact traffic at all. Its a fast and easy service and its going to make things easier for all.,,74
977,,33334304,"My mode of alternative transportation would include cars, buses, and trams running on solar energy in roadways. I'm unsure how it would work exactly, but if we could harness the power of the sun and build vehicles that have the panels either on them or in the tires it could remove the use of fossil fuels.",,74
594,,33333924,"I live in a fairly small town that has a decent amount of people but isn't very large in area. Solar powered railcars could be a viable option for this area. They would only have to travel short distances at once, and it could easily be utilized by everybody in town by having just a few stops. Think about the railcars in San Francisco and other major cities being completely solar powered. The electricity saving would be huge.",,74
609,,33333939,"I live in a very rural area that doesn't get bus service because of low population. My idea would be a bus service that runs on the same premise as a taxi service... when someone in the area would need a ride, the bus would alter its route to pick up a passenger. That way, the remote area could be serviced by mass transit, yet wouldn't have to waste fuel or money driving to the remote area all of the time. These requests could be put in via phone, web portal, or e-mail.",,74
950,,33334276,My city needs a monorail that transports people from the suburbs to downtown and vice versa. the highways are not very good at providing an efficient way. A monorail would be fast and perfect,,74
949,,33334275,"My city is right on the ocean and there are many canals within the city as well, so I think a kind of transportation system with water taxis or some kind of water buses would be really useful. In a lot of cases I think this kind of transportation would be faster and more accessible to people, especially if it was willing to pick people up at designated locations or even right off their own docks for those who have them.",,74
613,,33333944,"I live in NYC. Travel is not too difficult, with the only real concern being the price of a subway ticket or a taxi ride. With more options, they become cheaper, but space is also an issue. I believe that since the roads and the undergrounds are already full, the only real option is to expand transportation above ground, such as on rails between buildings. This would create tiers of roads to be used by trains, that would speed up and cheapen the overall problem.",,74
628,,33333958,"I see the potential for self-driving cars to replace taxi services. People would call an automated line, or perhaps interact with a site/app on their computers/phones, to schedule to be picked up by the service. Meanwhile, a network that keeps track of all self-driving cars in its region would figure out which car was closest or would have to deviate the least to pick up the passenger within 5-10 minutes of being hailed. These cars could be compartmentalized to hold four or six passengers without individuals having to worry about undesired contact with the other passengers. The cars could run on electricity and the network would consider battery life with regards to planning routes and destinations.",,74
656,,33333984,"I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants.",,74
697,,33334028,I wish my neighborhood had a giant conveyor belt for going to all the main places downtown.  It would help the older people as well be convenient.  It would have to be waterproof and covered.  It could run all along the one side of the main intersections without ever having to cross.,,74
418,,33333754,"Currently, my city is very underserved by the public transportation system. I believe that the existing public transit should be expanded with a greater fleet of buses, so that all people in my community could be served. The buses currently in operation only reach about half (if that) of the city's occupants, leaving many without an opportunity to get where they need to go quickly and affordably.",,74
696,,33334027,"I was thinking that since the city I live in has a decently sized river, to save money, be cost effective, and lower power/energy usage, we can ferry people and personnel to central districts of the city and my neighborhood. Maybe the ferries/boat could be turbine powered to be more energy efficient.",,74
1014,,33334341,"Our society's population is expanding at a rapid rate. The typical modern day modes of transportation, while convenient, have a few downsides.  Every mean of transportation, with the exception of walking, has costs that come with it.  This ranges from having to pay for the cost of gas to paying the physical price of not getting the proper amount of exercise our bodies where meant to have via walking to our destinations. There is one option that could solve these issues.  Imagine a small grass field, similar to the ones you find at playgrounds, with a small parking lot.  Within this parking lot would be a couple of electric powered cars attached to power stations. These setups would be available every few blocks (about as frequent as modern bus-stops). Within the field beside the cars stations would be stationary work out equipment. These would be modeled after the free-to-use exercise stations in places like China. They would have equipment such as: bench presses, ellipticals, bikes, etc.  All of these would be wired underground to the charging station attached to the cars. The energy created from the movement of each device will directly charge the cars in the station.  Off to the side of each piece of equipment would be a touchscreen. A person can set up an account at their local government buildings, providing a valid driver's license,e-mail address, and credit or debit card number. When signed in, each account can track how much a person exercised and convert it to an 'available miles for usage' number.  This means that the more a person uses this equipment, creating more energy for the cars, the more miles the person would be allowed to use the car for.  This however also means, that prior to using the car they would have to deduct the amount of miles they plan to use from their account.  If the person should go over their allotted miles, they will then be subsequently charged on their provided credit card.  This encourages people to work-out more at these stations, so they can avoid the fees for using the car. This set-up would immensely help those who financially can't afford their own form of transportation, while promoting a healthier lifestyle in a way that could easily fit into our society's demanding everyday regime.",,74
75,,33333409,"A group carpooling smartphone app that allows people in apartment complexes or housing areas to visualize a profile of others in the area that are traveling to a nearby destination. Participants can communicate over the app, and background check and everything is done before being certified to use the service. People can post looking for ride notes, or say that they are traveling to a specific area and looking for passengers to ride in order to split costs.",,74
88,,33333425,"A human tube system, similar to televison shows like Futurama, and already in use by banks, albeit for parcels and not people. If we installed vacuum tubes that led to a multitude of central destinations, we could develop a toll system alongside it. Using air pressure would cut out emissions immensely, and would be relatively fast, allowing for faster travel times than traditional modes of transportation. However, the difficulty would come from utilizing the system in such a way that remained safe for all those involved, perhaps through making use of a stop and go turbine system, that worked similarly to a stop light. A smart air restriction system would allow for one way travel, and then a short delay, followed by travel in the other direction.",,74
849,,33334182,"It would be great for our city to offer more access to the rails.  We could use an updated rail system that would make traveling to our larger cities in the state faster, more available, and yet still affordable.  It could bring more people to live in our city if they could travel fast to the big city and help grow our town here.  Our town is terribly depressed and I think that having a high-speed train or just general more options to travel through it would bring a massive amount of revenue into the city.",,74
864,,33334195,"it'd be cool to have a rent a shop throughout the city for people who aren't able to afford bicycles or scooters, or any other sort of transportations. the can rent an item, and return it at the other part of town.",,74
840,,33334173,"It would be a very good idea to come up with some kind of effective carpooling system in my area. I live in a rural place, but there could be a central park-and-ride lot built along the major thoroughfare to make carpooling simpler. Perhaps an app could be developed to run the carpooling system so that everyone is on the same page.",,74
245,,33333581,A transportation Idea I have is to have networked building walkways. Think of it like your average street crossing but instead of connecting streets it connects neighboring buildings instead. There would be no access to private buildings but pedestrians would be able to walk enclosed walkways running through special areas in the building to get to the next. I think this idea is very practical in heavy urban areas and would be a refreshing change from the average commute.,,74
274,,33333610,Adding a metro to our area would be great. It would provide a quicker way to get around as opposed to the buses that are frequently full. It could run from the residential areas to the university.,,74
403,,33333739,"Companies should use some of their advertising budget to provide rides to certain places.  This would double as advertising for that company, so they would not lose out on money and we could get unique transportation for several untapped routes, especially if it is discovered that a lot of people are traveling outside of their usual living area, like for a special event.  The companies could create specialized buses so that several people can ride, and can put their logo on the outside of the bus and could name the transportation something catchy using the company name so that word-of-mouth provides extra advertising.",,74
291,,33333623,"An alternative transportation system in my neighborhood could involve something such as a taxi like service but one that ran kind of like a bus, involving general cars. These services could flow around the city and offer rides to people who may not be able to afford any other type of transportation.",,74
329,,33333664,"Another idea for a new transportation system would be a magnetic bullet train system, similar to the one they have in Japan. It would be a national rail system built over the old railroads we have now. It would go to every major city in America and would take half the time to do so.",,74
833,,33334166,"It is similar to the monorail at Wald Disney world. It goes all around the town and stops when people use an app and state they need a pickup. It can go to individual streets and addresses because it needs no rails, but can use multiple-line systems to navigate the town. It makes scheduled stops, but can also be called by the app. It is free, paid for by local and state taxes, and very clean and quick. People use it for a wide variety of uses, from nights on the town, to grocery shopping, to work commute. It is very safe, clean and fun.",,74
791,,33334127,"If we could be so technologically advanced to create giant versions of the airport conveyor belts where humans are carried across, that would be my new method of transportation. Since people are mostly lazy and want something to do the work for them (hence the upcoming popularity of the hands-free segway), this would be perfect to eliminate at least a fourth of the traffic on the street from cars.",,74
312,,33333646,"An idea I've had is the concept of personal golf carts that are used in malls, country clubs and campuses but having a few of these carts that use alternative energy methods like charging or solar power. 



They would be small and won't go at very high speeds but they could be useful for getting people in the neighborhood around for errands or nearby places while saving them money on gas and helping the environment somewhat.



It could be a small fleet the neighborhood keeps around and they are rented out to the local community for a small fee or monthly payment.",,74
314,,33333648,An old lawn mower with the blades removed.  My young daughter years ago used one as you would a four wheeler.  She loved it and got tons of miles out of it as well as fun.,,75
872,,33334204,"Kind of like an escalator that goes through town, but instead standing, you sit in a chair.",,75
476,,33333813,Giant swings. You can jump off at the peak of the swing and go down big slides to end up on the sidewalks,,75
96,,33333433,a lazy river in the summer would be a fun way to get around,,75
766,,33334103,I would rent golf carts in the summer to the elderly without cars so they could shop.,,75
401,,33333736,"Combine google glasses with facial recognition, so that the glasses tell you the names of everyone you see",,75
693,,33334024,I want one of those teletransporter things that zaps you from one spot to the next,,75
523,,33334741,hover crafts that you could rent for the day,,75
728,,33334060,I would like to see a  people mover like in Detroit or Miami.,,76
1160,,33334479,"special paths for speedwalkers only, no slow walkers, no joggers, just speedwalkers",,76
519,,33334771,Hot ba's in bikini's pick you up. Guaranteed 7 on a scale of 1-10,,76
359,,33333693,Best places to go in short distances,,76
852,,33334185,"It would be great if we could improve the pubic transportation and reduce the number of cars on the road. I would like to see self driving buses as well as bus only lanes and self driving cars. No manually controlled cars would be allowed and because of this hopefully the roads will be safer because most accidents and caused by human error. We could have the speed limits increased as well because self driving cars can ""see"" a lot father ahead than humans.",,77
101,,33333438,"A magnetic roadway system, where people move in modular pods that are controlled by a central operating system (COS). Magnets underneath the street guide your pod along, and every movement of all of the pods is controlled perfectly by the computerized system, it is completely autonomous. If your whole family wants to go into town, you assemble your four-pod system and take off, where traffic is optimized perfectly by the COS. If just you are on your way to work, you hop in your single passenger pod, and take off!",,77
174,,33333511,"A Railway system for cars, like something out of minority report. You can still drive on the roads but the speed limit is controlled and there is never any accidents because you input your destination into a program in the individual cars and let the railway system get you there.",,77
847,,33334180,It would be cool it we had a monorail type system throughout the neighborhood that does a simple circle and takes kids or adults from the neighboorhood into the town/school area.,,77
202,,33333538,A small personal car that ran on solar energy that was no larger than a bike.  It could be stored on a bike rack and had enough energy to go 15 miles on a charge.  Charging time would only be an hour if and when it needed to plug into electric.  The biggest thing is that it would keep the occupant dry.,,77
1308,,33334621,"Ultimate monkey bars.  People are too fat in my area, forcing them to travel via monkey bars across the neighborhood should help not only with emission decrease, but weight decrease as well!  There will just be an overhead system running the lengths of the sidewalks at 7 foot high so no one gets hurt if they fall.",,77
829,,33334162,"Invest in personal helicopters, these would be like the size of a small above ground pool. They won't take up much space and they'll allow people to get around faster since they won't be stuck in traffic.",,77
798,,33334132,In dense urban areas have a series of high tension wires between buildings. Have a  mechanized seat something like a zipline  that people would ride on. This would need a seatbelt or maybe an enclosed capsule for safety but the idea is making the seat as compact as possible .,,77
1292,,33334604,Tubes that are linked together and are wide enough to fit a person laying down. People get in a capsule and are delivered in great speeds to their destination by using compressed air or other methods. You can have tube terminals all over the city.,,77
775,,33334112,I'd like to see some sort of autonomous shared fleet of cars that are fueled in some sort of environmentally friendly way. Solar panels on the roof? Maybe bike pedaling inside if you want to exercise and provide a small amount of power? I feel like autonomous cars alone will save a ton of energy just by eliminating traffic jams. And cut down on wind resistance since you wouldn't need to keep the traditional design necessarily.,,77
462,,33333799,Footpath that moves like an escalator. You get on the footpath which has arrow on it show the direction in which it moves. You will be able to turn with the help of remote control. Has a stop button in case of emergency. And must be solar powered.,,77
1264,,33334574,"This is about a single user system. It is similar to a bicycle. But it's does not run on road. It has specific path made only for this vehicle like a railway track. The track has frictionless surface. The bottom of the vehicle is also frictionless. The vehicle does not have round wheels. But instead flat frictionless bottom (but also can be frictionless wheel). Vehicle does not need fuel. First we clips the vehicle to the track manually. We sit and unclip the vehicle from the track and apply some mechanical force just like in the bicycle to move forward. After that the vehicle moves without any force. Because there is no friction.We just sit and relax. When we apply brake, clips is attached the bottom of track and it stops. The track should be spread all across the city. Vehicle is portable. We take it from home or rent from government.",,77
754,,33334089,I would love if my neighborhood had a rail system that worked from magnets and floated along the rail at high speeds.  I wish that the cars were individual and that I could get in and select from a list of destinations.  I would like my own car and to be able to bring my dogs with me.  It would be fast and smooth and work with minimal power.,,77
1192,,33334808,"The future transportation system in my neighborhood is called air cars. They were created in an effort to reduce carbon footprints and try to save our planet. These vehicles are much more lighter than regular cars and can be upgraded to fly. The best thing about these cars is that they operate solely on air. What is even better is that there is a filter that intakes air and cleans it by trapping dirty air in a compartment only able to be removed by manufacturers. This is our last ditch effort to save the Earth, so buy a Clean Car.",,77
580,,33333909,I imagine a railway system that goes through my town and all around the united states. It would be a bullet train like they have in europe that hovers and goes fast. It would be affordable too.,,77
694,,33334025,"I want to see the Chicagoland suburbs connected by a train. Most often if they are, it's because they're on the same line going to Chicago, but I'd like to see a system that moves between suburbs that aren't connected on the train line.",,77
593,,33333923,"I live in a chicago suburb and I believe that driverless cars are the future.  But what I actually prefer is everyone driving their own vehicle, what i actually hope happens in the future is that licenses are much harder to get...there are so many people out there with no clue of the rules of the road and it is hazardous to everyone around them.",,77
1399,,33334730,"We have a lot of old and unused train tracks in my town, so I like to create some kind of manually powered train type vehicle that would each fit several people and could be propelled forward either manually for free or with power for a fee.",,77
944,,33334270,"Moving sidewalks, much like they have in the airports. They will run on solar power to save on electrical cost. When it's night time or cloudy, they can be charged through the kinectic energy of those that are walking on them.",,77
1155,,33334780,"Something like a chair lift system except that it is very fast and reliable. It would be located in the most frequented hubs in the city and each chair would be a single seat so there is no worry about people being isolated in ""pods"" with strangers which could be dangerous.",,77
998,,33334326,"Not just in my neighborhood but metro-wide, my city recently established time share bicycles people can rent and ride when they have a short distance to travel. The bikes are all of the same design, having a large sturdy frame painted light blue, three gears (the gear box is inside the rear wheel axle, and LED blinker lights for safety. Necessarily, it's a one-size-fits-all arrangement; there's no way to raise or lower the seat unless you carry your own tools around with you, so if you're a tall person and use one of these bikes you'll be knocking yourself in the chin with your knees.",,77
988,,33334315,"My neighborhood/city/state is ultra conservative- so having bike lanes would be an improvement. Even though this city I live in (Huntsville, AL) has more Ph.D's per capita we are still woefully behind. Since it's such a tech town with so many engineers though...it would have to be something very advanced to get these engineers on board. Like some sort of train driven by magnetic rails.",,77
955,,33334281,"My idea for a new transportation system in my neighborhood is a series of really big tubes, with padding, and occasionally air holes, with mesh filters to prevent bugs and large debris from getting in.  The tubes would be places alongside all the streets, and be at a constant forward vacuum, with enough lessening of suction to allow people to grasp a handle at their stop and get out.   (If you miss your stop, you just ride around until it comes up again, pushing yourself towards the right tube as it comes towards you.)



Collision between travelers would need to be solved, as well as how to clean up any errant body fluids left by travelers; perhaps a daily purge at midnight, where the suction could be increased exponentially and all materials dumped in a pile, on a rotating schedule, on different people's lawns.   



This system has the benefit of a very low carbon footprint, and lends itself well to spontaneous exclamations of 'cowabunga'.  



Implementation note: This idea may require anti-gravity research, in addition to a lot of suction.",,77
927,,33334255,"most of the people are going office by car . In rainy season if you go by car that is not problem.but scooter using people and children are affected by rain . for that if we fix wind resistant ,water resistant umbrella in the bike . In the handle bar that will be very useful for two wheelers .If we make that kind of vehicle that will become very successful .because of rain only most of the people will go by car . or else they will go by scooter. that will reduce the traffic jam.",,77
862,,33334193,"It would have to be something that is a hybrid that helps the environment where when you get into it it's propelled by recycled human waste.   I know it sounds a little weird but if you realize how much of it there is it would be awesome to get the benefits of those of a botanist in outer space for instance like in the movie ""The Marsian"" and apply it to car transportation.",,77
907,,33334235,"Maybe like a smaller plane with easier landings and takeoffs so that small planes can work as long distance taxis. So, you can go up to 500 miles on this small plan in lower altitude faster and cheaper than on a commercial flight today. Maybe in the future they can even figure out how to have a large aircraft that is the size of a conference center and regulates pressure so you can walk around and hang out and travel at the same time.",,77
437,,33333773,Electric (gas-free) busses.,,78
5,,33333336,A bicycle rickshaw service.,,78
7,,33333338,A bicycle taxi service,,78
429,,33333765,Drone hovercraft school bus,,78
1370,,33334686,We should come up with a car service system that can be computer operated and you can have it just by dialing a number. It would be like a railway system but with cars.,,79
638,,33333969,I think a monorail system or cable cars like you see on ski lifts would be quite useful. moving walkways enclosed in a plastic tunnel to protect from elements that would have heat or a/c depending on the season would be really cool as well.,,79
744,,33334078,"I would like to see an advanced transportation system that involved driverless cars.  The idea is the same as using a taxi but without a driver.  Like Uber, you would use your mobile device to order a car and control the experience.  The car shows up at your door, takes you to your destination and you are billed for the ride. It would save me thousands of dollars in the cost to own, maintain, insure and license my own personal car.",,79
117,,33334761,"A network of green transportation for rent. You insert coins and it releases a bike, a skateboard, a scooter or some other form of efficient transportation. You drive it to your destination and once you deliver it to the hotpspot you can get your money back, if it is in good condition.",,79
743,,33334077,"I would like to see all self driving cars, driving at top speeds because human error and crashes have been removed from the equation. So everyone can get to their destination five, maybe ten times as fast, without a significant infrastructure overhaul.",,79
680,,33334013,I think we need a greener alternative to the uber/lyft types of services. Perhaps an app that connects you to bike and rickshaw drivers. Like an uber or lyft for rickshaws. I took a cycle rickshaw after a music festival this summer and it was great. Took a while to get to the destination but it felt really cool to get a ride from a biker.,,79
315,,33333649,An on demand bicycle system where a truck (with a trailer?) will bring a bicycle to your current location and then you can leave it in place when you're done. Reservations could be made in advance using an app.,,79
1109,,33334431,"Self driving cars that you can schedule to arrive with an app on your smartphone. It will pick you up and take you anywhere, and it's all automated. No dealing with drivers or people. It runs efficiently and clean with electric vehicles.",,79
779,,33334115,"I'd like to see vehicles that will fly, take up little space on the ground, go up and down more like a helicopter so large parking runways are not needed. These cars would almost fly themselves and need little direction other than where they're going.",,79
1016,,33334343,Paying a fee for a bike that could be used monthly. There would be multiple stations set up where you could place the bike and switch out for others.,,79
269,,33333604,A way to reduce congestion would be to have more water busses.  It can work like uber or just a regular bus.  There could be many ports or just a few to cut long ride times.,,79
1002,,33334330,"Off the ground magnetic rails have high speed autonomous trains that anyone can use, and it gets you to areas much faster than can now be done.",,79
1161,,33334480,Stalls that allow people to rent and drop off bicycles so they can get around the city without wasting gas and causing pollution. Implant GPS devices inside the bikes so they can't be stolen.,,79
863,,33334194,"It would replace everything: roads, sideways, buses, etc. It would be electric powered. Definitely automated. You should be able to transport to wherever you want to go without lifting a finger. Since it would replace sidewalks, you can simple stand on it and it would move you from one place to another, like a conveyor belt. It would be financed by monthly subscription, with VIP access for a higher price you can travel on the road with automatic cars that would operate in similar fashion.",,79
30,,33333362,"A car pooling app. Non-drivers and those looking for regular rides who normally carpool would join the community and hook up with drivers who are going to their general destination. There would be a monthly fee, which would lowered and even be removed if someone drives/uses their car enough. For example, it's $5 per month, and every time YOU drive it goes down by .50 cents. There's incentive for both non-drivers (a small fee for rides) and drivers (free membership, maybe some gas reimbursement).",,79
1257,,33334810,"This idea is aimed to put a copter' in your garage! Imagine instead of opening your garage to a car, instead theres a small personal helicopter inside.  These small, one or two person max flying vehicles would be ideal for keeping roadways clear!",,79
43,,33333374,A community system that is managed electronically and requests cars any time of day. All cars are electric and will take you anywhere you want to go for a set charge and there are maintenance teams that come and clean cars during the day.,,79
1013,,33334340,"Our small city is fairly bike/walker friendly, but I think a bike rental kiosk or a bike trading program would be so helpful. I don't own a bike, but I'd like for it to be easier and quicker to get around without driving.",,79
68,,33333401,"A free taxi service for students, especially for nights so that students can get back safely. Instead of a car or a big bus, it could be a small bus so that it can fit enough people, but not use too much gas.",,79
412,,33333748,"Create a very strong drone that has bench seats for people. It'll be like a flying bus, able to get people to their destinations faster than a traditional road bus.",,79
389,,33333723,Cars that are Google GPS operated that are car pool cars like taxis. You pre pay and schedule ahead of time and then they come and pick you up on time and take you to work on time. It costs the same as gas so it is just efficient and environment saving.,,79
58,,33333389,"A fleet of automated cars that have pre-programmed destinations in them. You use your credit or debit card to pay. Swipe it and then pick your destination and it takes you there, charging you based on how far away it is and not based on time so it's better than a cab, and also uses the new robotic cars.",,79
452,,33333789,Every car would be able to hover or fly. Every car that runs off gasoline will be rare to find and all the cars have a feature that are able to drive themselves. Even motorcycles will be something that you find in a museum.,,79
374,,33333710,Burried greenways for biking and walking,,80
153,,33333490,A path for Segways.,,80
1025,,33334351,People Visiting Daily for Transporting Cars.,,80
320,,33333655,An underground hi speed railway for fast transportation.,,81
1106,,33334428,Self driving bicycles powered by solar power!,,81
252,,33333588,"A trolley, or electric street car system.",,81
263,,33333598,A velodrome type system for bicycles.,,81
884,,33334799,magnet driven individual pod monnrail type public transport,,81
819,,33334152,"In-Tap water heating, for high efficiency hot water",,81
37,,33334731,a chute system with high travel.,,81
911,,33334240,"Mobile app to reserve taxi pickups and pay/tip with cc, partner with cab companies",,81
912,,33334241,Monorail free everywhere,,82
1301,,33334614,Uber like school bus system,,82
1315,,33334631,Use a sky train,,82
436,,33333772,EASILY RENTABLE CAR SERVICE,,82
16,,33334750,A bike with jet packs,,82
1361,,33334678,we introduce highly integrated solar vehicles.,,83
1362,,33334679,we introduce solar vehicles.,,83
8,,33333339,A bicycle that can lock itself when the owner forgets to lock it.,,84
802,,33334136,In my neighborhood i imagine a trolley on solar powered magnetic train tracks. This keeps the trolley moving at all times but keeps anyone from getting hurt like children.,,84
1394,,33334709,"Sleeper buses that pick you up after a night of drinking, and take you to your workplace in the morning, which include showers.",,84
514,,33333849,Horse and buggy.  A horse and buggy that picks up people and take them on rides in the neighborhood.,,84
1157,,33334476,Something like Uber but with people on motorbikes than can weave in and out of deadlocked traffic during rush hour,,84
1284,,33334594,Transportation based on carts. Everyone gets on a cart that moves from street to street. It stops only briefly to let people on and off.,,84
1114,,33334436,self standing bicycle so it won't fall over when ridden or parked,,84
1122,,33334443,shared self driving cars that come to your door at the push of a button,,84
382,,33333717,"Bustrain, kind of like a trolley but without tracks. There would be a front engine compartment kind of like a semi truck, and it would pick up cars like trailers",,84
1095,,33334420,"Scooter sharing, where they are parked in small areas and like the shared cars. Except scooters for single people.",,84
162,,33333499,"A pop-up portable gold driving range simulator that can be set up in a house, in a store, in an office. You hit the balls into a giant screen that looks like a golf course",,84
203,,33333539,"a small size car , it might fit only for one person as motorcycle but it's closed like cars",,84
1311,,33334627,Underground walking tunnels (some colleges in cold climates have this) you can bike ride in them too.,,84
