,,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative
,,num_word_similarity,18,18,cosine,sentence-based,n50_de_rma,"[14 13  8  4  8  9 13  8  5  4  3  4  1  2  2 17  4  4  9  4  6  6  6  0  4
  5 16 10  7  1  3  3 14 11 11 15 11  0  2  0  1 10  8 13 17  2 13  5  4 12]",214,54,3,82,132
,,num_word_similarity,20,11,nearest_neighbors,word-based,n50_de_rma,"[2, 4, 6, 17, 6, 2, 4, 6, 2, 9, 8, 6, 5, 5, 4, 3, 3, 2, 0, 1, 0, 2, 2, 2, 2, 0, 6, 6, 4, 6, 5, 4, 5, 4, 2, 2, 1, 6, 2, 4, 3, 2, 16, 2, 2, 2, 4, 6, 0, 0]",448,58,3,78,370
,,num_word_similarity,20,20,nearest_neighbors,sentence-based,n50_de_rma,"[10  7  4 10  4 19 15  4  8 10  9 10  2 10  2 15  1  1 10 10  5  5  5  3 13
 13 14 13  8  3  3  3  8 11  3  2 11 18  0  7  6  9  4  3 17 16 12 18 10  2]",218,54,2,82,136
,,num_word_similarity,20,6,precomputed,word-based,n50_de_rma,"[6, 0, 0, 15, 0, 15, 14, 0, 15, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 15, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 0]",1368,98,2,38,1330
,,num_word_similarity,20,20,precomputed,sentence-based,n50_de_rma,"[ 1 11  1  1  1 16  1  1  1  1  6  1  1  1 19 18 18  1  1  1 12 12 12  2  2
  5  1  7  9 15  4  4  1  8  8 10  8  0  1 13 17  7  1  3  1  1 19  5  1 14]",514,58,1,78,436
,,num_word_similarity,20,7,rbf,word-based,n50_de_rma,"[5, 1, 8, 8, 1, 8, 5, 8, 2, 5, 5, 8, 5, 2, 8, 3, 5, 8, 0, 6, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 3, 5, 5, 5]",1100,110,2,26,1074
,,num_word_similarity,20,20,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0 18  0 17 10 19  0  0  0  0  0  0 17 15  0  0  0 16  0
  1  0 13  7  9  2 14  0 12 11  5  4  0  0  8  0  0 18  3  0  0  0  6 15  0]",828,60,1,76,752
,,num_word_similarity,20,9,sigmoid,word-based,n50_de_rma,"[14, 16, 18, 6, 0, 16, 0, 6, 18, 2, 0, 0, 16, 0, 15, 6, 6, 0, 0, 0, 3, 3, 16, 16, 16, 18, 0, 16, 16, 16, 0, 0, 0, 16, 16, 0, 0, 0, 16, 0, 0, 0, 13, 0, 16, 0, 16, 16, 0, 0]",730,74,2,62,668
,,num_word_similarity,20,20,sigmoid,sentence-based,n50_de_rma,"[ 0  0 13  1 13  8  0 17  0 18  0 15  0  0  0  0 19  4  0 13  0  0  0 11 10
  6 13 14  0  9 12 16  0  7  0  3  0 13  0 13  0  2 13  5  0  0  0  0  0  0]",704,62,1,74,630
,,num_word_similarity,20,8,polynomial,word-based,n50_de_rma,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 12, 3, 0, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 10, 3, 3, 3, 3, 3, 3, 3, 3, 0]",1578,126,1,10,1568
,,num_word_similarity,20,20,polynomial,sentence-based,n50_de_rma,"[ 1 16  1  1  1 14  1  1  1  1  8  1 18 16 16  1  1  1  1  1  1  1  1  4  9
  6 19  9  8  2  3 10  1 17  7 12  0  5  1 15 19 13  1 11  1 16 16 13  1  1]",620,50,1,86,534
,,num_word_similarity,20,5,poly,word-based,n50_de_rma,"[10, 10, 10, 10, 6, 10, 3, 1, 0, 3, 10, 10, 10, 10, 10, 10, 10, 1, 0, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1674,122,2,14,1660
,,num_word_similarity,20,20,poly,sentence-based,n50_de_rma,"[ 0 10  0  0  0 16  0  0  0  0  6  0 17 10 10  0  0  0  0  0  0  0  0 13  4
 18 17  4 19  1  2  9  0  5  3 15 11  8  0  7 17 14  0 12  0 10 10 14  0  0]",622,50,1,86,536
,,num_word_similarity,20,7,linear,word-based,n50_de_rma,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 6, 1, 1, 2, 0, 2, 7, 6, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 19, 2, 2, 2, 14, 19, 1, 2, 1, 2, 2, 2, 2, 19, 2, 2]",1188,108,3,28,1160
,,num_word_similarity,20,20,linear,sentence-based,n50_de_rma,"[ 7  1 12  4  4 16  6  4 14  4  5  4 15  1 19 10 18  4  4  4 15 15 15  4 16
  3 17 16  5 11 16  1  8  9  9  4  9  3  2  3 17 16  4 19 13 19  0  3  4 17]",280,54,1,82,198
,,num_word_similarity,20,9,cosine,word-based,n50_de_rma,"[2, 2, 2, 9, 2, 2, 0, 2, 2, 2, 2, 11, 18, 2, 2, 6, 4, 1, 0, 3, 2, 2, 2, 2, 2, 2, 2, 2, 18, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1446,114,1,22,1424
,,num_word_similarity,20,20,cosine,sentence-based,n50_de_rma,"[ 5  0 10 12 10  1  2 10 14  2 19  2  2 18  0  2 12 12  1  2  9  9  9  4 12
 14  2 12  3  6  8  8  5  7  7 17  7 16 18 16 16 12 10 13  0 18  0 11  2 15]",216,56,2,80,136
,,num_word_similarity,22,15,nearest_neighbors,word-based,n50_de_rma,"[0, 3, 8, 3, 0, 8, 5, 8, 7, 14, 5, 3, 2, 7, 3, 7, 7, 6, 0, 1, 7, 4, 2, 18, 16, 5, 15, 5, 15, 7, 16, 6, 15, 5, 11, 0, 1, 5, 8, 5, 3, 3, 12, 2, 7, 12, 16, 0, 6, 16]",270,48,3,88,182
,,num_word_similarity,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[20 11  6  2  2 12  8  2  5  2  0  2  1  2 16  8 14  2  2  2  1  1  1 13 19
 21  9 21  5 13 11 11 10 10  7  7 10 13 18 21  4  0  2 11 15 17  3 21  2  0]",256,50,1,86,170
,,num_word_similarity,22,9,precomputed,word-based,n50_de_rma,"[3, 3, 0, 3, 7, 3, 3, 7, 19, 1, 3, 11, 11, 0, 3, 11, 10, 3, 0, 3, 2, 3, 3, 11, 3, 11, 7, 11, 11, 11, 11, 3, 11, 3, 3, 11, 11, 3, 1, 11, 12, 3, 0, 3, 11, 19, 0, 11, 3, 7]",626,74,2,62,564
,,num_word_similarity,22,22,precomputed,sentence-based,n50_de_rma,"[ 2  5  2  2  2 18  2  2  2  2 20  2 15  2 21  1  1  2  2  2 13 13 13 14 14
 10  2 12 16 11  7  4  2  3  3  9 19  8  2  8 17 12  2  6  2  2  2  0  2  2]",552,56,1,80,472
,,num_word_similarity,22,5,rbf,word-based,n50_de_rma,"[1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 7, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1996,130,1,6,1990
,,num_word_similarity,22,22,rbf,sentence-based,n50_de_rma,"[13 13 13 13 21 13 13 18 13  0 16 19 13 13 13 13 13 13 20 14 13 13 13  6 13
 11 13  8 15  4  2  7 13  3  5  9 12 13 13 10 13 13 18  1 13 13 13 17 14 13]",780,56,1,80,700
,,num_word_similarity,22,4,sigmoid,word-based,n50_de_rma,"[6, 6, 6, 6, 7, 6, 6, 7, 0, 6, 6, 7, 2, 6, 7, 6, 6, 6, 0, 7, 2, 2, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 7, 2, 6, 7, 6, 6, 6, 2, 7, 7, 2]",1018,96,9,40,978
,,num_word_similarity,22,22,sigmoid,sentence-based,n50_de_rma,"[ 0  0 20  1 20  6  0 21  0 19  0 17  0  0  0  0 20  8  0 20  0  0  0 13 14
  9 18 11  0  7 10 12  0  2  0  5  0 16  0 15  0  4 20  3  0  0  0  0  0  0]",686,60,1,76,610
,,num_word_similarity,22,3,polynomial,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 14]",2182,130,1,6,2176
,,num_word_similarity,22,22,polynomial,sentence-based,n50_de_rma,"[20 17 20 20 20 15 20 20 20 20  8 20 19 20 21 20 20 20 20 20 20 20 20 12  7
  6 16  7  8  2 11  4 20 10  3  9 14  0 20 13 16  1 20  5 20 21 21 18 20 20]",650,50,1,86,564
,,num_word_similarity,22,6,poly,word-based,n50_de_rma,"[1, 5, 5, 5, 3, 3, 5, 3, 5, 3, 5, 5, 5, 5, 3, 12, 2, 2, 0, 5, 3, 1, 3, 5, 3, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 1, 5, 3, 3, 1, 5, 5, 5, 1, 5, 2, 3]",876,84,4,52,824
,,num_word_similarity,22,22,poly,sentence-based,n50_de_rma,"[ 0 14  0  0  0 17  0  0  0  0  5  0 19  0  7  0  0  0  0  0  0  0  0 21  3
  6 12  3  5  2  1 13  0 15  4 16  9 11  0  8 12 18  0 10  0  7  7 20  0 12]",608,50,1,86,522
,,num_word_similarity,22,6,linear,word-based,n50_de_rma,"[10, 1, 1, 1, 11, 10, 10, 11, 10, 10, 10, 10, 10, 11, 6, 5, 10, 1, 0, 1, 1, 1, 1, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 6, 6, 1, 10, 1, 10, 1, 10]",948,100,3.5,36,912
,,num_word_similarity,22,22,linear,sentence-based,n50_de_rma,"[14  1 13  0  3 12  8  3 16  3  2  3 20  1  4 19  5  3  3  3 20 20 20 21  6
  1 18  6  2 17  6  6  9 11 11  0 11  3 15  1 18  6  3  6 10  4  4  1  3  7]",240,58,1,78,162
,,num_word_similarity,22,8,cosine,word-based,n50_de_rma,"[0, 14, 3, 0, 4, 3, 3, 3, 9, 3, 14, 7, 3, 3, 8, 0, 0, 3, 0, 3, 3, 0, 3, 3, 3, 0, 3, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 6, 0]",930,82,1,54,876
,,num_word_similarity,22,22,cosine,sentence-based,n50_de_rma,"[13  7  0  2  0  2 20  0  5  2  9  2  2  1 20  2 13  2  2  2  3  3  3 14 14
  5 17  2 16  8 18 11 13  4  4 15  4 10  1 10  2 19  0  2 21  1  1  6  2 12]",288,52,1,84,204
,,num_word_similarity,24,14,nearest_neighbors,word-based,n50_de_rma,"[14, 7, 1, 3, 1, 14, 5, 11, 5, 4, 4, 10, 7, 4, 4, 6, 6, 1, 0, 1, 3, 4, 14, 9, 1, 12, 1, 14, 14, 14, 16, 3, 3, 12, 14, 4, 2, 11, 5, 12, 11, 3, 11, 4, 1, 1, 4, 14, 1, 14]",318,58,2.5,78,240
,,num_word_similarity,24,24,nearest_neighbors,sentence-based,n50_de_rma,"[13  0  6 13  6 10 16  5 18 13 13  4 13 23  9  8 15  6 13  4  5 19  5 11 11
  2 22  2 13 11 21 21 18  7  1  1  7 17  3  0 12 14  6  0 19  9 20 21  4 12]",184,50,2,86,98
,,num_word_similarity,24,9,precomputed,word-based,n50_de_rma,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 22, 0, 2, 1, 0, 0, 1, 0, 1, 10, 8, 17, 2, 0, 2, 2, 16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 22, 2, 2, 22, 2, 2, 0, 5, 2, 2, 0, 8]",918,104,2,32,886
,,num_word_similarity,24,24,precomputed,sentence-based,n50_de_rma,"[ 2 14  2  2  2 13  2  2  0  2  6  2 22  2  2  1  1  2  2  2 23 23 23 19  7
 10  2 17 18 15 12  3  0  5  5 20 21  4  2  4  8  9  2 16  2 18  2 11  2  2]",478,52,1,84,394
,,num_word_similarity,24,7,rbf,word-based,n50_de_rma,"[1, 4, 18, 4, 18, 4, 4, 3, 2, 4, 4, 1, 4, 4, 4, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 18, 1, 4, 4, 4, 4, 6, 4, 4, 4, 4, 1, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 18, 4, 1]",1164,92,3,44,1120
,,num_word_similarity,24,24,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0 21  0  0 18  0 17  4 19  0  0  0  0  0  0 20 23  0  0  0  5  0
  7  0  6 11  2 13  3  0 16  9  1 10  0  0  8  0  0 22 14  0  0  0 12 15  0]",776,56,1,80,696
,,num_word_similarity,24,7,sigmoid,word-based,n50_de_rma,"[10, 18, 3, 18, 18, 4, 3, 4, 4, 18, 4, 3, 18, 18, 18, 4, 4, 18, 0, 18, 4, 8, 3, 4, 4, 4, 18, 18, 18, 18, 4, 18, 4, 18, 4, 4, 4, 4, 10, 18, 18, 18, 4, 4, 4, 3, 13, 4, 4, 0]",784,76,2,60,724
,,num_word_similarity,24,24,sigmoid,sentence-based,n50_de_rma,"[ 0  0  8  4 20  2  0 21  0 23  0 22  0  0  0  0 19 18  0  0  0  0  0 17 16
  1 13 15  0 11  5  3  0  9  0  7  0 12  0 14  0  6 20 10  0  0  0  0  0  0]",718,60,1,76,642
,,num_word_similarity,24,7,polynomial,word-based,n50_de_rma,"[22, 11, 11, 14, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 10, 11, 0, 11, 2, 2, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1644,134,1,2,1642
,,num_word_similarity,24,24,polynomial,sentence-based,n50_de_rma,"[ 1 10  1  1  1 18  1  1  1  1  7  1 12 20 20  1  1  1  1  1  1  1  1  9  0
  6 22  0 19  2 14  3  1  8  5  4 16 13  1 11 23 21  1 15  1 20 20 17  1 23]",564,50,1,86,478
,,num_word_similarity,24,7,poly,word-based,n50_de_rma,"[1, 12, 7, 8, 12, 12, 8, 1, 8, 7, 12, 2, 12, 12, 12, 10, 12, 1, 0, 1, 7, 1, 1, 8, 12, 12, 12, 12, 12, 12, 8, 12, 12, 12, 8, 12, 12, 12, 1, 12, 12, 8, 1, 12, 12, 12, 12, 12, 1, 12]",874,94,3,42,832
,,num_word_similarity,24,24,poly,sentence-based,n50_de_rma,"[ 0 16  0  0  0 13  0  0  0  0  4  0 23  0 20  0  0  0  0  0  0  0  0  5  8
 19 22  8 18  1  2 10  0  6  3 15 14 11  0  7 17 12  0  9  0 20 20 21  0 17]",602,50,1,86,516
,,num_word_similarity,24,10,linear,word-based,n50_de_rma,"[3, 14, 14, 14, 14, 14, 14, 7, 6, 4, 14, 11, 14, 14, 14, 10, 8, 14, 0, 14, 2, 2, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 3, 14, 14, 14, 14, 6, 14, 14, 8, 14, 14, 14, 4]",1236,110,2,26,1210
,,num_word_similarity,24,24,linear,sentence-based,n50_de_rma,"[22 23  2  1  2  2  9  2  4  2 20  2 17 23 11  6 13  2  2  2 16 16 14 19  0
  5 15  0 20 12  0  0 10  3  3  1  3  2 21  5 15  0  2  8 18  8 11 14  2  7]",238,62,1.5,74,164
,,num_word_similarity,24,12,cosine,word-based,n50_de_rma,"[11, 16, 19, 20, 6, 0, 0, 11, 0, 19, 16, 12, 23, 16, 19, 16, 7, 8, 0, 11, 19, 11, 19, 19, 16, 19, 19, 11, 19, 19, 19, 6, 23, 16, 16, 19, 0, 19, 19, 16, 4, 4, 19, 16, 16, 16, 16, 16, 19, 2]",472,78,2,58,414
,,num_word_similarity,24,24,cosine,sentence-based,n50_de_rma,"[ 1  7  5  3  5  9  9  5 21  9 11  9  6  4 23 22 22  3  9  9 12 12 12  3  3
 21 10  3 20  8 17 19  1  0  0 18  9  2  4  2 16 13  5 15  7  4  7 14  9  6]",204,50,1.5,86,118
,,total_set_similairy,8,6,nearest_neighbors,word-based,n50_de_rma,"[3, 3, 0, 3, 1, 3, 3, 0, 2, 3, 0, 0, 3, 1, 3, 3, 3, 3, 0, 1, 6, 3, 3, 3, 3, 7, 0, 3, 3, 7, 3, 3, 6, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 0, 3, 3, 7, 3, 3]",1136,84,3.5,52,1084
,,total_set_similairy,8,8,nearest_neighbors,sentence-based,n50_de_rma,"[1 7 1 6 1 3 2 5 6 1 0 6 3 6 2 4 6 5 4 5 4 4 4 6 0 3 0 6 0 3 3 3 1 6 0 0 3
 2 1 1 7 7 1 2 0 2 2 7 5 6]",352,60,6.5,76,276
,,total_set_similairy,8,5,precomputed,word-based,n50_de_rma,"[4, 4, 4, 4, 3, 4, 1, 1, 4, 0, 4, 3, 4, 4, 4, 4, 1, 1, 0, 1, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 1, 5]",1302,104,3,32,1270
,,total_set_similairy,8,8,precomputed,sentence-based,n50_de_rma,"[4 2 0 1 0 4 7 0 4 7 6 1 2 2 2 5 5 1 1 3 6 6 6 1 2 6 6 6 7 2 2 6 4 1 1 2 6
 2 4 2 6 6 0 2 7 2 2 2 3 2]",464,66,4.5,70,394
,,total_set_similairy,8,7,rbf,word-based,n50_de_rma,"[2, 2, 6, 3, 2, 6, 2, 6, 6, 6, 6, 5, 6, 5, 5, 3, 1, 6, 0, 6, 3, 2, 2, 5, 6, 3, 6, 3, 3, 3, 6, 3, 6, 3, 3, 7, 3, 3, 6, 3, 3, 3, 6, 2, 5, 2, 7, 3, 1, 2]",576,78,5,58,518
,,total_set_similairy,8,8,rbf,sentence-based,n50_de_rma,"[2 0 1 0 1 0 0 1 0 6 0 7 0 7 0 4 7 3 5 3 4 4 4 7 0 0 0 0 0 0 0 0 2 7 0 0 0
 0 2 0 0 0 1 0 7 0 0 0 3 0]",824,92,3.5,44,780
,,total_set_similairy,8,7,sigmoid,word-based,n50_de_rma,"[7, 4, 5, 7, 7, 7, 7, 5, 7, 5, 7, 7, 2, 7, 7, 5, 3, 3, 0, 7, 7, 4, 0, 7, 7, 7, 7, 5, 5, 7, 7, 5, 7, 1, 5, 7, 7, 7, 7, 7, 5, 5, 7, 4, 7, 7, 4, 7, 5, 7]",968,78,2,58,910
,,total_set_similairy,8,8,sigmoid,sentence-based,n50_de_rma,"[5 0 0 0 0 0 0 7 1 7 0 3 0 0 0 0 4 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0 0 0 6 0 0 0 0 0 7 0]",1460,114,1,22,1438
,,total_set_similairy,8,6,polynomial,word-based,n50_de_rma,"[5, 5, 7, 3, 4, 5, 3, 7, 3, 7, 5, 5, 5, 4, 3, 7, 3, 5, 0, 4, 5, 3, 3, 5, 3, 3, 3, 5, 7, 3, 3, 3, 5, 6, 6, 3, 6, 3, 5, 3, 5, 3, 7, 3, 4, 5, 3, 3, 7, 5]",700,68,5.5,68,632
,,total_set_similairy,8,8,polynomial,sentence-based,n50_de_rma,"[5 1 1 0 1 0 1 4 2 5 0 7 1 1 1 0 0 4 0 4 0 0 0 1 1 0 0 0 1 1 1 0 1 3 0 1 0
 1 1 1 1 0 6 1 1 1 1 0 4 0]",812,78,1.5,58,754
,,total_set_similairy,8,6,poly,word-based,n50_de_rma,"[6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 4, 0, 4, 6, 6, 6, 6, 6, 2, 5, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6]",1524,118,2.5,18,1506
,,total_set_similairy,8,8,poly,sentence-based,n50_de_rma,"[7 1 3 1 3 1 1 0 4 7 1 2 1 3 1 1 5 0 1 0 1 1 1 3 1 1 1 1 1 1 1 1 3 6 1 1 1
 1 3 1 1 1 3 1 3 1 1 1 0 1]",1068,90,1.5,46,1022
,,total_set_similairy,8,5,linear,word-based,n50_de_rma,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4, 4, 3, 7, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4]",1850,116,2,20,1830
,,total_set_similairy,8,8,linear,sentence-based,n50_de_rma,"[6 0 0 0 2 0 0 2 5 2 0 7 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
 0 0 0 0 0 3 0 0 0 0 0 2 0]",1398,112,1,24,1374
,,total_set_similairy,8,6,cosine,word-based,n50_de_rma,"[2, 2, 3, 2, 7, 2, 2, 3, 2, 2, 2, 6, 2, 7, 7, 3, 3, 6, 0, 3, 2, 2, 2, 6, 2, 2, 2, 2, 3, 2, 2, 3, 2, 5, 2, 2, 6, 2, 2, 7, 2, 2, 6, 2, 3, 2, 7, 2, 3, 2]",958,76,5,60,898
,,total_set_similairy,8,8,cosine,sentence-based,n50_de_rma,"[0 2 4 1 4 3 2 4 3 7 2 5 2 2 2 3 3 6 3 6 3 3 3 2 1 1 1 1 2 2 2 1 0 1 2 2 1
 2 0 2 1 1 4 2 2 2 2 2 6 2]",576,80,3.5,56,520
,,total_set_similairy,10,1,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,total_set_similairy,10,10,nearest_neighbors,sentence-based,n50_de_rma,"[5 3 0 1 0 4 9 8 1 5 2 1 4 1 3 6 1 8 6 8 6 6 6 1 2 4 7 7 7 4 4 4 5 1 2 0 4
 3 5 3 2 2 5 3 0 9 3 2 8 1]",308,54,5,82,226
,,total_set_similairy,10,7,precomputed,word-based,n50_de_rma,"[9, 5, 8, 7, 3, 2, 9, 8, 2, 5, 8, 2, 8, 3, 3, 8, 8, 8, 0, 8, 2, 8, 7, 3, 8, 9, 2, 8, 8, 2, 8, 8, 7, 5, 8, 5, 3, 8, 7, 8, 8, 8, 2, 8, 8, 8, 8, 7, 8, 3]",700,74,5,62,638
,,total_set_similairy,10,10,precomputed,sentence-based,n50_de_rma,"[4 7 3 8 3 4 2 3 4 2 0 0 0 7 7 5 5 2 8 6 9 9 9 2 1 1 1 1 2 7 7 1 4 1 1 7 1
 7 4 1 1 1 3 7 2 7 7 2 6 0]",344,70,4,66,278
,,total_set_similairy,10,6,rbf,word-based,n50_de_rma,"[0, 0, 2, 0, 3, 0, 5, 0, 7, 7, 7, 0, 0, 0, 7, 2, 2, 7, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 7, 7, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7]",1078,100,2,36,1042
,,total_set_similairy,10,10,rbf,sentence-based,n50_de_rma,"[6 0 9 4 9 4 0 9 6 5 2 6 0 0 0 8 6 3 7 3 7 7 7 2 4 1 1 1 2 0 4 1 4 2 4 4 1
 0 4 0 1 1 6 0 2 0 0 0 3 0]",372,66,4.5,70,302
,,total_set_similairy,10,5,sigmoid,word-based,n50_de_rma,"[5, 5, 0, 5, 5, 5, 5, 8, 5, 5, 8, 3, 5, 5, 5, 8, 8, 3, 0, 8, 5, 5, 5, 3, 5, 5, 3, 5, 8, 5, 5, 3, 5, 3, 3, 5, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 8, 5]",1098,90,7,46,1052
,,total_set_similairy,10,10,sigmoid,sentence-based,n50_de_rma,"[7 0 0 3 0 0 0 3 6 9 0 2 0 0 0 0 1 3 3 3 0 0 0 5 0 0 3 3 0 0 0 0 0 4 0 0 0
 0 0 0 0 0 8 0 0 0 0 0 3 0]",1160,102,1,34,1126
,,total_set_similairy,10,8,polynomial,word-based,n50_de_rma,"[1, 5, 5, 9, 5, 1, 7, 0, 9, 8, 9, 4, 9, 5, 5, 2, 2, 9, 0, 2, 1, 1, 1, 5, 1, 1, 0, 9, 9, 1, 9, 5, 1, 4, 9, 7, 5, 9, 1, 1, 9, 9, 1, 5, 5, 9, 5, 9, 5, 4]",528,62,3,74,454
,,total_set_similairy,10,10,polynomial,sentence-based,n50_de_rma,"[3 2 1 0 1 2 2 4 5 1 2 6 2 1 2 2 8 4 0 4 2 2 2 0 2 2 2 2 2 2 2 2 1 7 2 2 2
 2 1 2 2 2 9 2 1 2 2 2 4 2]",936,90,1,46,890
,,total_set_similairy,10,8,poly,word-based,n50_de_rma,"[8, 8, 3, 9, 0, 8, 8, 3, 6, 8, 2, 2, 8, 2, 0, 8, 4, 3, 0, 8, 6, 6, 6, 0, 8, 3, 3, 3, 8, 2, 8, 9, 6, 1, 1, 9, 9, 8, 0, 2, 1, 6, 8, 8, 2, 8, 9, 2, 8, 0]",468,58,6,78,390
,,total_set_similairy,10,10,poly,sentence-based,n50_de_rma,"[7 1 9 1 9 1 1 3 2 0 1 8 1 9 1 1 5 3 1 3 1 1 1 6 1 1 1 1 1 1 1 1 9 4 1 1 1
 1 9 1 1 1 9 1 9 1 1 1 3 1]",1052,90,1,46,1006
,,total_set_similairy,10,7,linear,word-based,n50_de_rma,"[2, 5, 9, 9, 9, 5, 8, 9, 5, 9, 5, 2, 5, 2, 9, 5, 7, 9, 0, 5, 5, 5, 5, 9, 5, 9, 9, 9, 9, 5, 9, 9, 5, 9, 9, 9, 9, 9, 9, 5, 9, 5, 2, 5, 9, 5, 8, 3, 5, 2]",820,78,2,58,762
,,total_set_similairy,10,10,linear,sentence-based,n50_de_rma,"[6 0 0 0 5 0 0 5 3 8 0 4 0 0 0 0 9 5 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0 0 0 7 0 0 0 0 0 5 0]",1314,112,1,24,1290
,,total_set_similairy,10,6,cosine,word-based,n50_de_rma,"[4, 5, 5, 5, 1, 5, 0, 1, 4, 2, 0, 4, 0, 2, 0, 5, 5, 0, 0, 1, 4, 5, 5, 5, 0, 0, 5, 5, 0, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 2, 5, 5, 5, 1, 7]",824,92,5,44,780
,,total_set_similairy,10,10,cosine,sentence-based,n50_de_rma,"[9 7 1 7 1 7 2 1 6 8 6 4 6 2 2 5 5 3 7 3 6 7 7 2 7 6 0 7 0 6 7 7 9 7 0 0 6
 7 9 7 0 7 1 0 2 2 2 7 3 6]",430,60,3.5,76,354
